,inspect_name,address,latitude,longitude,inspectionidnumber,dateofinspection,inspectiontype,inspectionscore,updated,yelp_categories,yelp_name,yelp_id,yelp_price,yelp_url,yelp_transactions,yelp_phone,yelp_rating,yelp_reviews,google_name,google_id,google_rating,google_reviews,google_price,agg_rating,total_reviews
553,MANNINGS CAFE,"2200 Como Ave SE, Minneapolis, MN 55414, United States",44.98765,-93.22115,"[124126, 124125, 234673, 234672, 286272, 301018, 308802, 286271, 339574]","['2017/04/28', '2017/12/05', '2018/01/24', '2018/12/18', '2019/02/25', '2019/04/19', '2019/05/01', '2019/12/18', '2020/01/17']","['Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']","[96, 80, 98, 74, 92, 94, 100, 86, 96]","Fri, Mar 13, 2020 at 02:54 AM","['American (Traditional)', 'Sports Bars']",Manning's Restaurant,ZHYHSRT2HFickX7-pg7HAg,$$,https://www.yelp.com/biz/mannings-restaurant-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 331-1053,4.0,66.0,Manning's Cafe,ChIJJYzvBP4ss1IR8ni1tkzxriE,4.4,521,1.0,4.36,587.0
554,MANNYS TORTAS,"920 E Lake St #125, Minneapolis, MN 55407, United States",44.94931,-93.26076,"[55117, 200920, 252455, 252454]","['2017/06/07', '2018/06/12', '2018/08/14', '2019/06/18']","['Routine', 'Routine', 'Follow-Up', 'Routine']","[96, 94, 96, 92]","Fri, Mar 13, 2020 at 02:54 AM","['Mexican', 'Sandwiches']",Manny's Tortas,OF_drLrSIUGUZTBUf-Nzsw,$,https://www.yelp.com/biz/mannys-tortas-minneapolis-3?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['delivery', 'pickup']",(612) 870-3930,4.5,81.0,Manny's Tortas,ChIJa5MvHAQo9ocRwz8VLNPvBnY,4.7,74,1.0,4.6,155.0
555,MANSION AT UPTOWN,"2901 Hennepin Ave, Minneapolis, MN 55408, United States",44.9498,-93.29787,"[55121, 191514, 250951]","['2017/02/28', '2018/05/15', '2019/05/24']","['Routine', 'Routine', 'Routine']","[98, 100, 100]","Fri, Mar 13, 2020 at 02:54 AM",['Lounges'],Mansion at Uptown,riYnIaXYy-mmMjKGRS3ldw,$$$,https://www.yelp.com/biz/mansion-at-uptown-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 444-3337,3.0,26.0,Mansion at Uptown,ChIJC-Lg0YEn9ocRlCv_CVhQaLg,3.7,342,,3.65,368.0
556,MAPPS COFFEE & TEA,"920 E Lake St #157-8, Minneapolis, MN 55407, United States",44.94931,-93.26076,"[55159, 200761, 200760]","['2017/06/05', '2017/07/05', '2018/12/05']","['Routine', 'Follow-Up', 'Routine']","[94, 96, 100]","Fri, Mar 13, 2020 at 02:54 AM",['Coffee & Tea'],Mapps Coffee,Tcbir8_PAIlyMh6lxgm4pw,$,https://www.yelp.com/biz/mapps-coffee-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 229-2201,3.5,31.0,Mapps Coffee And Tea,ChIJX7f-hv4n9ocRAqxl58L5UJ4,4.4,32,,3.96,63.0
557,MARHABA,"2801 Nicollet Ave, Minneapolis, MN 55408, United States",44.95164,-93.2775,"[55242, 190989, 243093, 298702]","['2017/02/14', '2018/02/15', '2019/02/14', '2020/02/13']","['Routine', 'Routine', 'Routine', 'Routine']","[94, 96, 98, 92]","Fri, Mar 13, 2020 at 02:54 AM","['Buffets', 'Middle Eastern', 'Mediterranean']",Marhaba Mediterranean Grill,kVrPuXkwm_DSt3kX0kTERg,$$,https://www.yelp.com/biz/marhaba-mediterranean-grill-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['delivery', 'pickup']",(612) 870-7871,4.0,80.0,Marhaba Grill,ChIJKfEBPPUn9ocRfeBZNdB5pMs,4.3,699,2.0,4.27,779.0
558,MARIA'S RESTAURANTE,"1515 E Lake St suite 103, Minneapolis, MN 55407, United States",44.94793,-93.25289,"[190823, 201681, 252614]","['2017/05/30', '2018/05/21', '2019/05/15']","['Routine', 'Routine', 'Routine']","[100, 96, 100]","Fri, Mar 13, 2020 at 02:54 AM",['Mexican'],Maria's Restaurante,4YJum397UcZruoQ4jqcVgQ,,https://www.yelp.com/biz/marias-restaurante-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['pickup', 'delivery']",(612) 728-5433,4.5,3.0,Maria's Restaurante,ChIJ362LGAQo9ocRuot5nvOe72E,4.8,17,,4.76,20.0
559,MARIAS CAFE,"1113 E Franklin Ave, Minneapolis, MN 55404, United States",44.96218,-93.25777,"[124302, 234001, 280456]","['2017/11/27', '2018/11/26', '2019/12/04']","['Routine', 'Routine', 'Routine']","[100, 100, 96]","Fri, Mar 13, 2020 at 02:54 AM","['Latin American', 'Breakfast & Brunch']",Maria's Café,ungmvflIzrBWoRAzXityMQ,$$,https://www.yelp.com/biz/marias-caf%C3%A9-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 870-9842,4.0,203.0,Maria's Cafe,ChIJKf8Wj1cts1IRdpFl0XrAPg8,4.4,743,1.0,4.31,946.0
560,MARINO'S DELI,"1946 Johnson St NE, Minneapolis, MN 55418, United States",45.00935,-93.23738,"[55350, 228255, 277397]","['2017/10/04', '2018/10/04', '2019/10/03']","['Routine', 'Routine', 'Routine']","[100, 100, 98]","Fri, Mar 13, 2020 at 02:54 AM","['Delis', 'Italian']",Marino's Deli,h5wRik_Nm-d4WSbXSChGtQ,$,https://www.yelp.com/biz/marinos-deli-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 781-0970,4.0,61.0,Marino's Deli,ChIJ1S3ajrgts1IR1G42KRLPIuM,4.7,193,1.0,4.53,254.0
561,MARISSA'S SUPERMARKET,"2750 Nicollet Ave, Minneapolis, MN 55408, United States",44.95218,-93.27834,"[55453, 193048, 245887, 245886, 303207]","['2017/03/08', '2018/03/07', '2018/05/02', '2019/03/07', '2019/04/23']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[100, 96, 100, 90, 98]","Fri, Mar 13, 2020 at 02:54 AM",['Bakeries'],Marissa's Bakery,cOtmVZZ_aiEc4eadD-TA1Q,$,https://www.yelp.com/biz/marissas-bakery-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 871-4519,4.0,26.0,Marissa's Bakery,ChIJ-wxxSfUn9ocRYEjEvSpMIdg,4.4,112,,4.32,138.0
562,MARTINA,"4312 S Upton Ave, Minneapolis, MN 55410, United States",44.92421,-93.31519,"[235031, 245049, 247994, 252982, 245048]","['2018/02/23', '2018/04/10', '2018/06/08', '2018/09/04', '2019/09/03']","['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine']","[70, 82, 92, 96, 96]","Fri, Mar 13, 2020 at 02:54 AM","['Argentine', 'Cocktail Bars', 'Breakfast & Brunch']",Martina,51E_-4s1wheqka5xtGAaNw,$$,https://www.yelp.com/biz/martina-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 922-9913,4.5,483.0,Martina,ChIJlzITYRcn9ocRcMEfy0kSJWo,4.7,817,3.0,4.63,1300.0
563,MASU SUSHI & ROBATA,"330 E Hennepin Ave, Minneapolis, MN 55414, United States",44.98818,-93.25502,"[62040, 192726, 246372, 307956, 307955]","['2017/03/15', '2018/03/16', '2019/03/27', '2019/05/24', '2020/02/27']","['Routine', 'Routine', 'Routine', 'Follow-Up', 'Routine']","[92, 94, 84, 98, 76]","Fri, Mar 13, 2020 at 02:54 AM","['Sushi Bars', 'Japanese']",Masu Sushi & Robata,n-YJcCcqEteJwGD5WqihtA,$$,https://www.yelp.com/biz/masu-sushi-and-robata-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['pickup', 'delivery']",(612) 332-6278,3.5,443.0,Masu Sushi & Robata,ChIJf4wvBHkts1IRhtOnKm2VUCI,4.5,1163,2.0,4.22,1606.0
564,MATCHBOX COFFEE SHOP,"1306 NE 2nd St, Minneapolis, MN 55413, United States",45.00127,-93.2664,"[62056, 228245]","['2017/10/18', '2019/03/12']","['Routine', 'Routine']","[98, 94]","Fri, Mar 13, 2020 at 02:54 AM","['Coffee & Tea', 'Breakfast & Brunch']",The Matchbox Coffee Shop,DrTrb5Bf4gxideYRdeSKvg,$,https://www.yelp.com/biz/the-matchbox-coffee-shop-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 259-0069,4.5,35.0,Matchbox Coffee Shop,ChIJK9u4Cncys1IRMl3ugp9fwqw,4.7,117,1.0,4.65,152.0
565,MATT'S BAR,"3500 Cedar Ave, Minneapolis, MN 55407, United States",44.93939,-93.24766,"[62085, 190850, 190849, 245727]","['2017/02/14', '2017/03/22', '2018/03/07', '2019/04/03']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[94, 98, 98, 98]","Fri, Mar 13, 2020 at 02:54 AM","['Burgers', 'Dive Bars']",Matt's Bar,ErvVFzAYVArZS7gcWgY0rg,$,https://www.yelp.com/biz/matts-bar-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 722-7072,4.0,1551.0,Matt's Bar and Grill,ChIJgzapGhIo9ocR1q6nNH0J_Xw,4.6,4188,1.0,4.44,5739.0
566,MAX'S CAFE,"250 2nd Ave S, Minneapolis, MN 55479, United States",44.98025,-93.26627,"[62109, 215342, 262755]","['2017/08/11', '2018/08/09', '2019/08/08']","['Routine', 'Routine', 'Routine']","[100, 92, 96]","Fri, Mar 13, 2020 at 02:54 AM",['Coffee & Tea'],Max's Cafe,6BkLtIt14VP000rzrqUm2g,$$,https://www.yelp.com/biz/maxs-cafe-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 877-1361,4.5,20.0,Max's Cafe,ChIJXYnBmJwys1IRQUlhlpadvto,4.4,39,,4.43,59.0
567,MAXWELL'S AMERICAN CAFE,"1201 S Washington Ave, Minneapolis, MN 55415, United States",44.97453,-93.25181,"[62131, 190080, 192095, 189578, 242843, 298616, 352919]","['2017/01/30', '2017/03/07', '2017/03/28', '2018/01/29', '2019/01/29', '2020/02/03', '2020/02/19']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Routine', 'Routine', 'Follow-Up']","[82, 86, 100, 100, 98, 58, 96]","Fri, Mar 13, 2020 at 02:54 AM","['Burgers', 'Pubs', 'American (Traditional)']",Maxwell's American Pub,2a72L2pjdYUk3qO8_uwLyw,$$,https://www.yelp.com/biz/maxwells-american-pub-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['delivery', 'pickup']",(612) 354-7085,4.0,108.0,Maxwell's American Pub,ChIJE1VOymcts1IR2cbeLk0ixzU,4.5,391,2.0,4.39,499.0
568,MAXWELL'S CAFE & MARKET,"805 4th St SE, Minneapolis, MN 55414, United States",44.98388,-93.24373,"[62147, 229587, 229586, 276794, 276793, 332825]","['2017/10/11', '2017/12/01', '2018/10/16', '2018/11/29', '2019/10/09', '2019/11/14']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[94, 98, 82, 100, 80, 96]","Fri, Mar 13, 2020 at 02:54 AM","['Middle Eastern', 'Hookah Bars', 'American (Traditional)']",Maxwell's Cafe & Grill,NXLZsRTuVVU2Z-Oo0W4wXQ,$,https://www.yelp.com/biz/maxwells-cafe-and-grill-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['delivery', 'pickup']",(612) 331-4585,2.5,25.0,MAXWELL'S MARKET,ChIJJ4GZ-nIts1IRNgYzSZkk6h0,5.0,1,,2.6,26.0
569,MAY DAY CAFE,"3440 Bloomington Ave, Minneapolis, MN 55407, United States",44.93987,-93.25283,"[124511, 124510, 234686, 234685, 280450]","['2017/01/24', '2017/12/04', '2018/01/11', '2018/11/28', '2019/12/04']","['Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Routine']","[92, 92, 98, 100, 92]","Fri, Mar 13, 2020 at 02:54 AM","['Breakfast & Brunch', 'Vegan', 'Coffee & Tea']",May Day Cafe,okrikJN73br3ZSE3pCnNXw,$,https://www.yelp.com/biz/may-day-cafe-minneapolis-3?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 729-5627,4.5,136.0,May Day Café,ChIJ44k5qA4o9ocRX-OeW8FtATI,4.6,393,1.0,4.57,529.0
570,MAYA CUISINE,"1840 Central Ave NE, Minneapolis, MN 55418, United States",45.00741,-93.24791,"[62200, 222103, 222102, 271895]","['2017/08/17', '2017/08/18', '2018/08/17', '2019/08/16']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[74, 98, 94, 94]","Fri, Mar 13, 2020 at 02:54 AM",['Mexican'],Maya Cuisine,mdXoIXksYTiJhsYo-uknkQ,$$,https://www.yelp.com/biz/maya-cuisine-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['delivery', 'pickup']",(612) 789-0775,4.0,372.0,Maya Cuisine,ChIJ4ft0WZQts1IR2lpdC3AxMFM,4.5,1490,1.0,4.4,1862.0
571,MAYSLACKS POLKA LOUNGE,"1428 4th St NE, Minneapolis, MN 55413, United States",45.00285,-93.26184,"[62232, 201168, 201167, 253166, 261235, 252682]","['2017/06/07', '2017/06/13', '2018/06/07', '2018/07/16', '2018/08/15', '2019/06/10']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']","[84, 100, 90, 92, 100, 92]","Fri, Mar 13, 2020 at 02:54 AM","['Bars', 'American (Traditional)', 'Sandwiches']",Mayslack's,-IAtHiPGTj7GjfpnGuV7XA,$$,https://www.yelp.com/biz/mayslacks-minneapolis-3?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 789-9862,3.5,128.0,Mayslack's,ChIJY-fNrokts1IRCwWs_94LLJ0,4.2,934,1.0,4.12,1062.0
572,MCCORMICK & SCHMICKS SEAFOOD RESTAURANT,"800 Nicollet Mall, Minneapolis, MN 55402, United States",44.97564,-93.27385,"[62258, 192328, 241160, 241159, 298663, 354748]","['2017/03/09', '2018/01/17', '2018/02/21', '2019/02/12', '2020/02/12', '2020/02/26']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']","[100, 88, 100, 94, 88, 94]","Fri, Mar 13, 2020 at 02:54 AM","['Seafood', 'American (Traditional)', 'Steakhouses']",McCormick & Schmick's Seafood & Steaks,A8dzUq_9xDkSEbKpPvxr6g,$$$,https://www.yelp.com/biz/mccormick-and-schmicks-seafood-and-steaks-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['delivery', 'pickup']",(612) 338-3300,3.0,244.0,McCormick & Schmick's Seafood & Steaks,ChIJ4yGf3ZYys1IR1xRmsgPQKHw,4.3,619,3.0,3.93,863.0
573,MCDONALD'S,"2929 Hennepin Ave S, Minneapolis, MN 55408, United States",44.949,-93.29737,"[201543, 203633]","['2017/05/26', '2018/11/26']","['Routine', 'Routine']","[98, 100]","Fri, Mar 13, 2020 at 02:55 AM","['Fast Food', 'Burgers', 'Coffee & Tea']",McDonald's,K9-qF7a5xQCQHXaHKPFKew,$,https://www.yelp.com/biz/mcdonalds-minneapolis-11?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 827-4135,2.0,39.0,McDonald's,ChIJDYfY3IEn9ocRwq2Covs4v9I,3.2,703,1.0,3.14,742.0
574,MCDONALD'S,"2400 Nicollet Ave, Minneapolis, MN 55404, United States",44.95884,-93.27837,"[232498, 237190, 286982]","['2018/01/05', '2019/01/03', '2020/01/02']","['Routine', 'Routine', 'Routine']","[100, 96, 100]","Fri, Mar 13, 2020 at 02:55 AM","['Fast Food', 'Burgers', 'Coffee & Tea']",McDonald's,trb8QeO1BdIFLf2IIyY66w,$,https://www.yelp.com/biz/mcdonalds-minneapolis-12?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 872-2227,2.0,27.0,McDonald's,ChIJjfTkP7Yys1IRJhDqPOtufVQ,3.3,1225,1.0,3.27,1252.0
575,MCDONALD'S,"2929 Hennepin Ave S, Minneapolis, MN 55408, United States",44.94946,-93.31893,"[248888, 248915, 248914, 335630]","['2018/05/02', '2018/06/27', '2019/10/31', '2019/12/09']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[94, 98, 86, 100]","Fri, Mar 13, 2020 at 02:55 AM",['Burgers'],Burger Jones,T6g29ne5j7JjgUewL1ZN-w,$$,https://www.yelp.com/biz/burger-jones-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['pickup', 'delivery']",(612) 746-0800,3.5,377.0,McDonald's,ChIJDYfY3IEn9ocRwq2Covs4v9I,3.2,703,1.0,3.3,1080.0
576,MCDONALD'S DINKYTOWN,"407 15th Ave SE, Minneapolis, MN 55414, United States",44.98046,-93.23439,"[62358, 192473]","['2017/03/13', '2018/09/14']","['Routine', 'Routine']","[96, 96]","Fri, Mar 13, 2020 at 02:55 AM","['Fast Food', 'Burgers', 'Coffee & Tea']",McDonald's,kEFsLngGmczFxiNMFcpMAQ,$,https://www.yelp.com/biz/mcdonalds-minneapolis-46?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 331-6590,2.0,43.0,McDonald's,ChIJ7cv7oxEts1IRID7v41HqmI8,3.4,1118,1.0,3.35,1161.0
577,MCDONALDS,"210 E Lake St, Minneapolis, MN 55408, United States",44.94863,-93.27348,"[62383, 191459, 263427, 263426, 353731]","['2017/02/28', '2018/08/09', '2018/09/10', '2020/02/04', '2020/02/13']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[100, 92, 100, 88, 96]","Fri, Mar 13, 2020 at 02:55 AM","['Fast Food', 'Burgers', 'Coffee & Tea']",McDonald's,dOwalUC-Gwd-r2upKIA6pA,$,https://www.yelp.com/biz/mcdonalds-minneapolis-39?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 825-9700,1.5,20.0,McDonald's,ChIJv_k8APQn9ocR0PceTEKI4w0,3.0,1388,1.0,2.98,1408.0
578,MCDONALDS,"1440 NE Stinson Blvd, Minneapolis, MN 55413, United States",45.0027,-93.22833,"[230770, 236425, 236424]","['2017/12/20', '2018/02/12', '2019/06/18']","['Routine', 'Follow-Up', 'Routine']","[86, 100, 100]","Fri, Mar 13, 2020 at 02:55 AM","['Fast Food', 'Burgers', 'Coffee & Tea']",McDonald's,SC57BJBMaoe5umA0-YEYRA,$,https://www.yelp.com/biz/mcdonalds-minneapolis-38?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 331-3100,2.0,35.0,McDonald's,ChIJnXyXJrIts1IRIet4iv89GZU,3.1,917,1.0,3.06,952.0
579,MCDONALDS,"4121 Hiawatha Ave, Minneapolis, MN 55406, United States",44.92824,-93.224,"[62407, 237125, 237124]","['2017/12/29', '2018/02/14', '2019/07/10']","['Routine', 'Follow-Up', 'Routine']","[86, 100, 96]","Fri, Mar 13, 2020 at 02:55 AM","['Fast Food', 'Coffee & Tea', 'Burgers']",McDonald's,qSYysQGSMyscwdrf1hqbZA,$,https://www.yelp.com/biz/mcdonalds-minneapolis-55?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 729-4417,2.0,34.0,McDonald's,ChIJMd_ibk4o9ocR-VHysiznTKQ,3.1,1324,1.0,3.07,1358.0
580,MCDONALDS,"1100 University Ave NE, Minneapolis, MN 55413, United States",44.99903,-93.26376,"[243044, 243658]","['2018/02/15', '2019/08/16']","['Routine', 'Routine']","[98, 96]","Fri, Mar 13, 2020 at 02:55 AM","['Fast Food', 'Burgers', 'Coffee & Tea']",McDonald's,1NSSdtEQJR6iTiQZp8Y9zQ,$,https://www.yelp.com/biz/mcdonalds-minneapolis-20?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 379-4334,2.0,16.0,McDonald's,ChIJ8y85C3gys1IRqws06vl1-FM,3.4,1081,1.0,3.38,1097.0
581,MCDONALDS,"916 W Broadway Ave, Minneapolis, MN 55411, United States",44.99971,-93.29188,"[62462, 245134]","['2018/02/27', '2019/08/28']","['Routine', 'Routine']","[94, 96]","Fri, Mar 13, 2020 at 02:55 AM","['Fast Food', 'Burgers', 'Coffee & Tea']",McDonald's,b4Jq000KgCrx_yhMVUsIHQ,$,https://www.yelp.com/biz/mcdonalds-minneapolis-8?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 521-8504,2.0,15.0,McDonald's,ChIJ32mY0loys1IRJYRWsfvgyJY,3.4,1033,1.0,3.38,1048.0
582,MCDONALDS,"4435 Lyndale Ave N, Minneapolis, MN 55412, United States",45.03646,-93.28836,"[243162, 251351]","['2018/05/24', '2019/05/22']","['Routine', 'Routine']","[98, 92]","Fri, Mar 13, 2020 at 02:55 AM","['Fast Food', 'Burgers', 'Coffee & Tea']",McDonald's,B301ufnpl7TUsY0Im88qrg,$,https://www.yelp.com/biz/mcdonalds-minneapolis-40?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 521-1200,2.0,6.0,McDonald's,ChIJM6_mU40xs1IR3eb5MA_L-9k,3.3,990,1.0,3.29,996.0
583,MCKINNEY ROE,"530 S 4th St, Minneapolis, MN 55415, United States",44.97695,-93.26203,"[246939, 251467, 254449, 251466, 312782]","['2018/05/22', '2018/07/12', '2018/09/11', '2019/05/23', '2019/07/15']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']","[74, 88, 96, 76, 92]","Fri, Mar 13, 2020 at 02:55 AM",['American (New)'],McKinney Roe,zU3KzPc19b7NuLgworja5g,$$$,https://www.yelp.com/biz/mckinney-roe-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['pickup', 'delivery']",(612) 545-5863,3.5,110.0,McKinney Roe,ChIJf6PK4J0ys1IR_69nxhPavUo,4.3,611,3.0,4.18,721.0
584,MEAN GREEN HOT SAUCE,"200 East Lyndale Ave N, Minneapolis, MN 55405, United States",44.95261,-93.27842,"[233216, 237479]","['2018/01/09', '2019/07/17']","['Routine', 'Routine']","[96, 96]","Fri, Mar 13, 2020 at 02:55 AM",['Mexican'],El Mariachi,yJM5iqWEP8xR0cJF7u4iew,$$,https://www.yelp.com/biz/el-mariachi-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 876-5200,3.5,38.0,Farmers Market Annex,ChIJk_0ACu4ys1IRZuxg3XnfMD4,4.7,387,,4.59,425.0
585,MEI INN,"4215 Bloomington Ave, Minneapolis, MN 55407, United States",44.92659,-93.252,"[62674, 198303, 204077, 198302, 253239, 271802, 280643, 253238]","['2017/05/11', '2017/07/10', '2017/09/27', '2018/06/06', '2018/09/13', '2018/11/28', '2019/02/05', '2019/06/20']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine']","[76, 88, 96, 76, 80, 82, 100, 94]","Fri, Mar 13, 2020 at 02:55 AM",['Chinese'],Mei Inn Chinese Foods,DB6GZeZnKU7dyszAs5TmnQ,$,https://www.yelp.com/biz/mei-inn-chinese-foods-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['delivery', 'pickup']",(612) 722-6274,4.0,81.0,Mei Inn,ChIJu6NRo3Ao9ocREOUvdtHiNEY,4.4,272,1.0,4.31,353.0
